status_type,type,link,object_id,parent_id,picture,source,Coding:Level1,Coding:Level2,num_likes,num_comments,num_shares,message
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,The invitation was delivered yesterday... but we will let you know!
shared_story,link,True,False,False,True,False,Information,Information,31.0,2.0,9.0,Time for night dives!!!
,,False,False,False,False,False,Action,Action: Volunteer,0.0,0.0,,Still looking for volunteers :)
,,False,False,False,False,False,Community,Community: Reply,2.0,0.0,,Kevin Jones please email info@roatanmarinemark.net volunteer work is always available and doesn't necessarily need to be pre-arranged
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"That's a good question Kirsty Doig, We'll check it out!"
,,False,True,False,False,False,Action,Action: Promo,1.0,0.0,,First 5 people to bring in a bag of marine debris will win one of these beautiful bags! Call Christi @ 3289 1213 to redeem :)
mobile_status_update,status,False,False,False,False,False,Information,Information,36.0,,1.0,"Wow, what a beautiful day. :) Keep a look out for any turtles or anything else cool that gets washed up to shore that shouldn't have. Please be nice and help them back into the sea. Thank you!"
shared_story,video,True,False,False,True,True,Community,Community: Response,36.0,3.0,,Wouldn't this be amazing?
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,cook off is tonight
added_photos,photo,True,False,False,True,False,Community,Community: Response,31.0,11.0,3.0,We have 7 plastic bottle and aluminium can recycle bins available to anyone willing to take charge of them. They may be used for everyday trash so you may have to clean them once in a while. We can deliver if you don't have a vehicle!
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,13.0,10.0,,Congratulations to all winners!!!!
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,We are asking every shop around the BAY ISLANDS to do at least one dive on Sunday that is a specific cleanup dive!
added_photos,photo,True,False,False,True,False,Action,Action: Promo,2.0,1.0,92.0,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
added_photos,photo,True,False,False,True,False,Information,Information,30.0,29.0,4.0,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and July 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
,,False,True,False,False,False,Information,Information,0.0,0.0,,Final count on LIKES= 138
,,False,True,False,False,False,Information,Information,1.0,0.0,,"please call the office on 2445-4206 , email us at info@roatanmarinepark.net or come by the office in Half Moon Bay and collect what you need"
,,False,True,True,False,False,Community,Community: Reply,0.0,0.0,,"We do not have regular sightings off of Roatan so one Patrol boat is normally enough for us to control the crowd. Also we rely on the help of our stakeholders, the diveshops and fishermen to comply with the best practices! The Whale Shark and Oceanic Research Center (WSORC) in Utila might be able to help by sharing their control methods as they see them more frequently! :)"
added_photos,photo,True,False,False,True,False,Information,Information,,,1.0,We planted over 600 plants for our nursery! These plants will be used to not only maintain the soil between roads and the beach but also to beautify the communities of Roatan!
added_photos,photo,True,False,False,True,False,Action,Action: Promo,15.0,2.0,92.0,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
added_photos,photo,True,False,False,True,False,Action,Action: Promo,20.0,1.0,14.0,2014 Photo Competition is NOW OPEN!! Submit your photos to photosrmp@gmail.com today!!
added_photos,photo,True,False,False,True,False,Information,Information,14.0,3.0,5.0,"This weekend is looking like a rough one! You still have time to fix your roofs, boat trailers and stock up on some yummy food!"
added_photos,photo,True,False,False,True,False,Action,Action: Sell,41.0,6.0,45.0,"These photos are displayed in our calendar, available at the Roatan Marine Park Eco-Store in West End, Roatan"
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,They sure are :)
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,"Good Morning Tim, We will deliver your box of cups. Where and when would be the most convenient for you?"
shared_story,photo,True,False,False,True,False,Community,Community: Thanks,75.0,3.0,,Being a conservationist is dangerous work! Thank you for taking the risk Jairo!
,,False,False,False,False,False,Community,Community: Reply,1.0,0.0,,We are hoping that they would be able to handle them at one of the dumps
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,Only the Best Find is voted on. The album is up now. Just click like on your favourite photos and boom! That's your vote :) \nVoting closes on Friday the 31st :)
shared_story,link,True,False,False,True,False,Community,Community: Response,32.0,8.0,14.0,"Well, how about that!\n It can be poached, steamed, fried, sauteed, pickled, fricasseed, cooked in water, oil, coconut milk, sun dried, eaten with sugar, vinegar and used as a stuffing!  \nhttp://www.eattheweeds.com/sargassum-not-just-for-breakfast-any-more-2/"
,,False,True,False,False,False,Community,Community: Thanks,0.0,0.0,,Great job guys... Thank you for your loyal support!!
,,False,True,False,False,False,Information,Information,0.0,0.0,,Diamonds International Honduras
,,False,False,False,False,False,Information,Information,0.0,0.0,,"These guys operated on a Sunday intentionally when they knew the Port Captain would be unreachable and finding Navy would be unlikely. The law of the sea applies to every country and the US is the same. A policeman can not climb onto a boat unless invited. If you watch the video above, you will see that some of the cucumbers were confiscated from the smaller vessels."
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,"Thank you Eric Addicott for this prize winning photo, He came 3rd place in our Divers category in our Photo Competition!!  Check out this photo and others in our 2015 calendar!"
,,False,True,False,False,False,Information,Information,0.0,0.0,,"It shows that you enjoy the photos and is nice for the photographers to see people enjoy their work. Best find is the only category decided by ""likes"""
shared_story,photo,True,False,False,True,False,Community,Community: Thanks,34.0,3.0,,"Well done Giacomo Palavicini, Executive Director of the RMP for helping to spread our great work and experiences across the Bay Islands. The workshop about 'Protocols and Complaints in the Bay Islands Marine Park was a great success! Thanks to UMA and BICA and CORAL's support for organising the event w in Utila town and the Cays! The participants Navy, Preventive Police, Municipal Police, local NGO, Sea Shepherd, Peace Judge and fisherman donated their time to be informed and shared their experience. Thank you all for doing such a great job and working together!"
shared_story,link,True,False,False,False,False,Information,Information,8.0,,,Check out what the RMP and its staff have been up to in January
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,9.0,1.0,3.0,"We are looking for a Marketing and Fundraising person to join our team for a 6 month trial period. \n\nIf you are fluent (reading and writing) in both English and Spanish, live on Roatan (or are willing to move to Roatan for at least 6 months), and have experience in Marketing and Fundraising for NGOs or small organizations please email your CV to  giaco.palavicini@roatanmarinepark.net\n\nThis is a paid position and we are requesting serious inquiries only."
mobile_status_update,status,False,False,False,False,False,Community,Community: Thanks,1.0,,,Congratulations to all those that entered the photo competition. Results will be made at the RMP Beach Party Fundraiser taking blace at BananaRama on August 22nd
mobile_status_update,status,False,False,False,False,False,Information,Information,31.0,2.0,7.0,"When Jacques-Yves Cousteau first saw the blue ocean through a pair of glass goggles back in 1936, this where his thoughts:\n \n\u201cI was astounded by what I saw in the shallow shingle at Le Mourillon, rocks covered with green, brown and silver forests of algae and fishes unknown to me, swimming in crystalline water. Standing up to breathe I saw a trolley car, people, electric-light poles. I put my eyes under again and civilization vanished with one last bow. I was in a jungle never seen by those who floated on the opaque roof.\u201d\n \nThis is a gentle reminder that every time each of us ventures into our underwater jungles, we must behave properly, and demand that our companions do so as well, just as anyone would in an art museum \u2013 only seeing, never grabbing. Little by little, unsupervised people are impacting our delicate corals. \n\nIf we don\u2019t take supervision seriously, our submarine jungle will soon not look any better than an electric light pole in Coxen Hole!"
,,False,True,False,False,False,Information,Information,0.0,0.0,,We will let everyone know :) Tyll's Dive Roatan
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,Good question Alex Harper-Brown! Let me ask the printers and get back to you!
added_photos,photo,True,False,False,True,False,Information,Information,35.0,1.0,7.0,"Sharing our support and sending good vibes out for  Stop Hermosa Beach Oil -Keep Hermosa Hermosa! \n\n""Hermosa Beach is at risk of having a large oil field drilled into place just four blocks from the ocean\nWe are an innovative beach community that can aspire toward the betterment of our environment. We can lead the way with forward thinking and the development of ideas that promote health, education and way of life over putting at great risk the safety and well being of our citizens. Let\u2019s keep Hermosa, hermosa together...""\n\nWe share because we care!"
shared_story,link,True,False,False,True,False,Action,Action: Promo,3.0,,,Only 2 weeks untill the 2010 photo competition draws to a close. \nSend your photos (maximum of 6 per entrant) to info@roatanmarinepark.net\nhttp://www.roatanmarinepark.com/news/2010-rmp-photo-contest/2010
added_photos,photo,True,False,False,True,False,Action,Action: Sell,11.0,1.0,3.0,Don't forget.... 20 Lps ($1) Rum Punch starting at 5... Tomorrow at the 2014 Calendar Launch at  Roatan Oasis !!
mobile_status_update,status,False,False,False,False,False,Action,Action: Donate,13.0,1.0,1.0,"WOW! We've had so many great donations for our auction and raffle prizes so far. If you or your business would like to donate anything please do let us know. All of the funds we raise will go directly towards our conservation efforts. We really appreciate all the great support. Thank you, thank you, thank you to all of our great supporters!"
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,It has been destroyed sorry
shared_story,photo,True,False,False,True,False,Community,Community: Thanks,69.0,1.0,,Little bit of positivity this morning. Anything is possible if we unite!
shared_story,photo,True,False,False,True,False,Community,Community: Reply,26.0,,,Awesome that Briansweet is one of the team!! POP for life! :) 
,,False,True,False,False,False,Community,Community: Reply,2.0,0.0,,We will have them to you shortly
,,False,True,False,False,False,Community,Community: Thanks,1.0,0.0,,We were tagged in this beautiful seahorse photo by Gary Miller from Barefoot Divers! Thank you Gary for this week's Photo of the Week!
mobile_status_update,status,False,False,False,False,False,Information,Information,14.0,,2.0,We have our patrols down in West Bay watching out for speeding boats. Please note that due to the circumstances of this time of year we WILL report all speeding boats to the Harbour Master that may result in fines. Please if you know of anyone that has a boat let them know...
added_photos,photo,True,False,False,True,False,Action,Action: Promo,4.0,,,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
mobile_status_update,status,False,False,False,False,False,Community,Community: Response,17.0,,3.0,Calling all West Bay residents! As you stroll down the beach today please keep your eyes open for baby turtles in the sargassum (Sea Weed)!
mobile_status_update,status,False,False,False,False,False,Information,Information,26.0,,,"2 likes away from 7,000!!!!"
shared_story,link,True,False,False,True,False,Community,Community: Response,13.0,,9.0,Want to know more about the importance of mangroves? Watch this nice video about mangroves http://www.thenaturalnumbers.org/mangroves.html
,,False,False,True,False,False,Community,Community: Reply,0.0,0.0,,Goggle eyes is what they said
,,False,True,False,False,False,Community,Community: Reply,2.0,0.0,,"Hola Jerry!!! Saludos de vuelta hasta Teguz? Cuidate, Grazzia."
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,1.0,4.0,1.0,We are looking for someone that can install our new POS system... \nKnowledge of Quickbooks is a must. We will compensate for your help...  :) Thanks
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,Charles Crouch it's an octopus in a conch shell!
mobile_status_update,status,False,False,False,False,False,Action,Action: Help,5.0,1.0,1.0,"The RMP is looking for 3 MSDTs to help out with a Junior Park Ranger program for 5 weeks starting in July. Each Instructor will be teaching 5 local kids OW, NAV, PPB, Fish ID and NAT specialties PLUS EFR.  We are also looking for diveshops that will help us accommodate the groups. \nTHESE ARE PAID POSITIONS! \n\nMSDTs MUST: \nHave, at least,  intermediate Spanish\nLike kids \nBe patient\nFun Loving and Creative\nBe NAV, PPB, Fish ID and NAT specialty Instructors \n\nPlease send CVs to christi.etches@roatanmarinepark.net and christianne.etches@gmail.com"
added_photos,photo,True,False,False,True,False,Community,Community: Response,83.0,5.0,29.0,There have been many questions concerning best seafood practices and we just want to remind everyone that there is a guide in place for the Bay Islands. \nIf there are any inquiries on how to become a member of the Responsible Seafood Guide on Roatan please Contact Christi at 3289 1213 or for any further information please feel free to check out the The Bay Islands Responsible Seafood Guide FB page :)
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,29.0,4.0,2.0,"Whatever affects one directly, affects all indirectly. I can never be what I ought to be until you are what you ought to be. This is the interrelated structure of reality.\n-- Martin Luther King, Jr \n\nWe are working, along with Hedman Alas on getting the word of conservation and awareness out in our country! \nThanks Aaron for being a great friend and ally!"
added_photos,photo,True,False,False,True,False,Action,Action: Sell,2.0,,4.0,Come visit our Eco Store in West End
added_photos,photo,True,False,False,True,False,Action,Action: Sell,27.0,3.0,4.0,Nuevas bolsas de venta... Tienen un precio de $5 (100lps)
,,False,True,False,False,False,Information,Information,8.0,0.0,,"Turtle meat is still consumed throughout the island and people use nets and spears to catch them. This net was most likely from Crawfish Rock as we have had numerous reports of them from community members. There are undoubtedly dozens more turtle nets being used around Roatan so we ask all boat owners to keep on the look out for lines of small floats inside lagoons , indicating a net. One can only imagine how many turtles have sadly died in this net but thankfully it has now been destroyed and can no longer kill our hawksbill and green turtles."
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,It's a date
added_photos,photo,True,False,False,True,False,Information,Information,233.0,28.0,5.0,"While the RMP was assisting Zolitur in inspecting Roatan's coastline for new developments, our new Park Ranger, Ralston Brooks, spotted a net near Pristine Bay. As they were scheduled to conduct inspections all the way up Barbaretta, the other patrol boat which was near by installing new demarcation markers was called to respond. Found stretching across the channel close to shore was a 100m turtle net which is now thankfully no longer a threat to turtles that inhabit the shallow lagoon."
mobile_status_update,status,False,False,False,False,False,Community,Community: Response,6.0,12.0,1.0,"There is still time!! Submit your photos today! photosrmp@gmail.com\nHere is a quick summary of the categories!! \n\nBest Find \n Can be a macro or wide angle shot\u2026 only limitation is that it be a shot of a rare and unusual creature or scene. \nMacro\n Close up, in focus of creatures or coral.\nDivers\n Any photo as long as divers are present.\nBlack and White\n Any photo showcasing the contrast between light and dark.\nReef Life and Behaviour\n Photos showcasing the interactions between reef life and why/how reef creatures do the things they do! \nReef Scene.  \n Coral, Sponges and Fish, oh my!! Think bright colours and biodiversity! \n\nBonus Categories\nAbstract/ Artistic\n Use your imagination and set the sky as your limit! These can either be above or below the water as long as they are marine based! \nConservation in action/ Reefs at Risk\n What have you seen recently that has made an impact on Roatan\u2019s reef? Can be a cleanup initiative or a strategy to reduce the amount of plastic bags in the ecosystem! \nUse your imagination as there are many factors that put our reefs at risk!!\n\nChoosing what category your photos fall into may make the difference. Think it over and happy shooting!!"
added_photos,photo,True,False,False,True,False,Information,Information,19.0,4.0,2.0,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and June 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
shared_story,link,True,False,False,True,False,Community,Community: AckCurrentEvent,11.0,,3.0,"Here's to being responsible and sustainable!! Check out all the businesses, festivals and historical places on http://www.gobluecentralamerica.org/ \nYour place for the best of the best of Roatan!"
shared_story,link,True,False,False,False,False,Information,Information,,,,You can read the latest newsletter anfd find out what we have been doing at http://www.roatanmarinepark.com/newsletters/2010/05-May.pdf
added_photos,photo,True,False,False,True,False,Information,Information,7.0,,,Almost...
added_photos,photo,True,False,False,True,False,Information,Information,18.0,,2.0,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and May 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
,,False,True,False,False,False,Community,Community: Reply,3.0,0.0,,By the way there where actually 9 people
shared_story,link,True,False,False,False,False,Information,Information,5.0,,,"If you wish to read about our most recent activities, please click on the link below \nhttp://www.roatanmarinepark.com/newsletters/2010/04-April.pdf\nsi usted desea saber sobre nuestras mas recientes actividades, porfavor contactenos al link que se encuentra en la parte superior"
shared_story,photo,True,False,False,True,False,Community,Community: Thanks,30.0,1.0,,"We want to say another big thank you for all of your support. Thanks to all of our donors, supporters, everyone who came along to celebrate and a BIG thank you to our volunteers, our host BananaramaDive Beach Front Resort and staff!Thank you Go Blue Central America Geotourism for the great photos of our birthday party! If anyone else has any photos please do share."
,,False,True,True,False,False,Community,Community: Reply,1.0,0.0,,"Yes, we offer that now. The community is fully equipped and have been removing hives all over the west side of the island! If you are interested please call Mario 8884-0365 or Isidro 8889-5632"
,,False,False,False,False,False,Community,Community: Thanks,1.0,0.0,,That would be awesome!! Thanks Jacques
,,False,True,False,False,False,Action,Action: Promo,0.0,0.0,,Last day to send your entries in. Please mail to info@roatanmarinepark.net\nGood luck to all entrants
shared_story,photo,True,False,False,True,False,Community,Community: Thanks,104.0,,,Another Green Sea Turtle rescued yesterday and brought to safety. Thank you Maya Key Roatan for taking such good care of them. We are staying tuned for their release in the next few weeks.
shared_story,link,True,False,False,True,False,Information,Information,29.0,1.0,,"Check out number 9, RMP once again being mentioned in National Geographic"
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"Thanks Dian Lynn, 2015 is shaping up to be a great calendar!!"
mobile_status_update,status,False,False,False,False,False,Community,Community: Response,19.0,2.0,,Anyone cooking lion fish tonight?
,,False,True,False,False,False,Information,Information,1.0,0.0,,"These are the entries for the best find category that people submitted, we didn't select them."
shared_story,link,True,False,False,True,False,Information,Information,7.0,,,"At long last have bilge socks in stock, so if you own a boat, drop by our eco-store and do you bit in preventing your boat polluting the waters around Roatan\n\nSi usted es propietario de un bote, por favor contactenos para adquirir un achique de calcetin para prevenir que el bote contamine el agua de Roatan\n\nhttp://www.tracemarine.com/trace/page,12/"
,,False,True,False,False,False,Community,Community: Thanks,4.0,0.0,,"As vote by you, our supporter, member and friend this Flying Gurnard has won 3rd Place in our BEST FIND Category! Congratulations @Jennifer Keck Hutton!"
mobile_status_update,status,False,False,False,False,False,Information,Information,252.0,8.0,4.0,"We are so happy! We were notified that our official tax-exempt status was approved for ""Roatan Marine Park International, Inc""! We are now a US Non-Profit with Public Charity 501(c)(3) status! More information coming soon. :) :)"
mobile_status_update,status,False,False,False,False,False,Action,Action: Sell,6.0,3.0,,"FINALLY HAS THE 2010 CALENDAR IN STOCK AFTER WAITING ALMOST 2 MONTHS FOR DELIVERY, THEY ARE ONLY $15 SO IF YOU WISH TO PLACE AN ORDER, CONTACT US AT info@roatanmarinepark.net"
shared_story,event,True,False,False,True,False,Information,Information,18.0,4.0,,Just a reminder that there is  FREE Water Taxi and Shuttle back and forth from West End  to Banarama on Friday. Our birthday bash starts at 1pm but we will keep going until late so make sure you come along! https://www.facebook.com/events/785172788236227/
,,False,True,False,False,False,Information,Information,0.0,0.0,,These are babies from a couple years ago. As it was throwback Thursday we wanted to share an awesome photo :)
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,This is a spinyhead blenny living in an abandoned worm hole inside fire coral! Dyah Ayu Hadiati
,,False,True,False,False,False,Information,Information,1.0,0.0,,The total of lionfish caught between this weekend and last was just shy of 1300. The largest of those was caught by Reno and measured 36.12 cm long.
mobile_status_update,status,False,False,False,False,False,Information,Information,5.0,,,"Normativa Tip!\n\nUse section 11.2 to protect the safety of your business and that of your staff.\nIn particular sub-section e) Dive guides have the right to refuse the participation of any diver if it has been determined that they may be a risk to them self, others or both. \n\nThese laws are for the safety of all... don't forget to read them thoroughly!"
added_photos,photo,True,False,False,True,False,Action,Action: Sell,49.0,3.0,4.0,"New product in our Eco Store!! Kisuma Batana is a natural moisturiser for hair and skin, this product is even known to control hair loss and prevents and darkens grey hairs. The production of this batana oil is a sustainable alternative improving the livelihoods of fishing communities in La Moskitia, Honduras. Come on down and try it out."
,,False,False,False,False,False,Community,Community: Reply,2.0,0.0,,"David, the guy got away after he dropped his stuff and then proceeded to cut through private property and we suspect he got bit by their dog, as per reports!"
added_photos,photo,True,False,False,True,False,Information,Information,65.0,2.0,10.0,Another hatchling found inside the Barefoot Key marina. The little guy was destined to a grizzly end swimming around the dock so will join the other hatchlings at Maya Key
added_photos,photo,True,False,False,True,False,Action,Action: Promo,60.0,4.0,6.0,Great day today for the RMP and ProTECTOR. Day two of our turtle workshop has commenced and available participants got an extra treat by visiting some of our babies at Maya Key this afternoon! \nThe turtles we visited will be released on Friday 9AM in Flowers Bay as that is where they hatched from their nests last year. \nWe will also be doing a beach cleanup of the nesting area in hopes of having more nests this year!! \nThis is an exciting event please come by if you can!
shared_story,video,True,False,False,True,True,Community,Community: Response,3.0,,2.0,Say it with flowers... people need nature. http://natureisspeaking.org/flower.html
mobile_status_update,status,False,False,False,False,False,Community,Community: Thanks,58.0,2.0,6.0,"We want to say a BIG THANK YOU for the great donation we have received from The School of Environmental Studies at the Minnesota Zoo who raised funds through ""penny war"" and chose to donate to us after learning about our community and environmental programs. Another BIG THANK YOU to St Georges School in Montreal for their great donation, they raised money over the past year by running several bake sales at their school and came to Roatan for a coral reef ecology course. We hope these students are inspired to become the conservationists of the future. Thank you again for all of your support."
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,"One is a simple data base of everyone that has been licensed to hunt lionfish. We have photos, names, contact info, spear number and expiration date. The other is a little more complicated; it's our patrol database which would serve as a back up to one that we already share with other organizations. It needs to have names,ages, photos, location, techniques and cross referenced in some way so we can search for offenders based on criteria in order to write reports."
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,Not sure but we will ask the Bay Islands Coastal Clean Up :)
shared_story,video,True,False,False,True,True,Information,Information,38.0,4.0,,"Looking for a humane way to catch a pesky mouse??? Try this homemade, not to mention cheap, trap!"
shared_story,link,True,False,False,True,False,Information,Information,9.0,,1.0,"We are working this Semana Santa (Holy Week) in collaboration with COPECO http://copeco.gob.hn/n/, Marina Mercante (Merchant Marine), Policia Nacional, Policia Municipal, Municipal of Roatan, Cruz Roja (Red Cross), Bomberos (firefighters of Roatan) and the Centro de Salud to keep all our visitors safe! \n\nWe will be patrolling the beach and on our boats to help keep our reef safe as well!! \n\nIf you have a Health Emergency please call COE (Centro de Operaciones de Emergencia) @ 2445-1972 if you cannot get through then call  our Vice Mayor Elsa @ 9986-6626. \n\nIf you have a Marine or Reef Emergency please call our Director Giaco @ 3171-5982 or our office @ 2445-4206\n\nHere's to an incident free week!"
,,False,True,False,False,False,Community,Community: Reply,0.0,0.0,,We have noticed... are doing investigation on it now :)
,,False,True,False,False,False,Community,Community: Response,1.0,0.0,,MANGROVES are our best natural filters and we need to restore them now with joint efforts because of all the reasons this video shows.
,,False,True,False,False,False,Information,Information,0.0,0.0,,"There is a section that has been protected longer than others. It is called the Sandy Bay- West End Marine Reserve or SBWEMR. That is what is in the link you posted. It does need to be updated but the information is not wrong as it states that we work outside of the SBWEMR as well. \nWe have been a National Marine Park as of 2010. \nI think the confusion stems from the use of the term ""marine park"" to define the SBWEMR.  \nThanks for sharing and allowing us to clear the confusion."
,,False,False,False,False,False,Community,Community: Reply,0.0,0.0,,Thanks to everyone... apparently it's not as 'basic' as was once thought...
shared_story,link,True,False,False,True,False,Community,Community: Response,27.0,,9.0,This article just goes to show you that there is so much we can discover in our own backyards! Exploration doesn't necessarily mean traveling and spending tons of money. Just keep your eyes and ears open and you never know what you'll find!
shared_story,video,True,False,False,True,True,Community,Community: Response,27.0,1.0,6.0,"Check out this TEDX Giaco\u2019s speaks about his experience in creating a Shark Sanctuary here in Honduras. Listen to the ways which a country can gain income from shark tourism while still protecting these beautiful creatures.We are so proud of Executive Director of the Roatan Marine Park, Giacomo Palavicini for giving such inspiring talks. https://www.youtube.com/watch?v=RIaA5oFoMM0&feature=youtu.be"
,,False,True,True,False,False,Community,Community: Reply,0.0,0.0,,You can Paypal us the $10 plus the tax to info@roatanmarinepark.net and send us your address. We will send it to as soon as we can.
shared_story,photo,True,False,False,True,False,Information,Information,31.0,1.0,3.0,Great role model for the rest of us! 
mobile_status_update,status,False,False,False,False,False,Action,Action: Promo,2.0,,2.0,PHOTO CONTEST CLOSES TOMORROW @ MIDNIGHT!\n\nOne more day to share your photos with the world! Submit your photos before tomorrow the 15th of July at midnight!
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,"Roatan Marine Park Glenn Burkett The Bay Islands Responsible Seafood Guide is exactly that! It promotes responsible consumption of seafood. It is not illegal to stock up on lobster and conch, if fact that is what the program asks of all it's members to avoid illegal fishing out of season."
,,False,True,False,False,False,Community,Community: Reply,1.0,0.0,,"It is a point that we have considered Laurence but all members go through a process called the Environmental Walk-through which gives us information of what they buy, how much and where they buy. We also work hand in hand with Digepesca and seafood distributors to know what products are available and what quantities. We know who the good distributors are and even where they get their product from. As of now the program is small enough were we can keep track of this issue. As it grows it may be re-considered."
added_photos,photo,True,False,False,True,False,Information,Information,22.0,3.0,21.0,"DO NOT VOTE ON THIS ALBUM! Please note that this is not the album that will be open for LIKES. We will post a new album shortly of the top 20 photos chosen by the RMP staff based on how rare and unusual the find actually is. We will then be asking you, our friends and members, to vote on your favourite of those 20! \nPlease keep your eyes and ears open as LIKING will only be open for ONE WEEK!!!"
added_photos,photo,True,False,False,True,False,Community,Community: Thanks,40.0,1.0,6.0,Conservation pumpkin shared by Slyvia Earle!! Just goes to show that it doesn't matter if you don't have the typical orange ones you can still create art!
shared_story,link,True,False,False,False,False,Information,Information,1.0,1.0,,Lionfish action plan from Eustatius\nhttp://www.nacri.org/downloads/STENAPALionfishResponsePlan2009.pdf
added_photos,photo,True,False,False,True,False,Information,Information,179.0,18.0,12.0,"On Saturday 29th September, we received reports of people diving in front of Jonesville with a compressor. With assistance from  the Navy, our Park Ranger was able to apprehend the 2 suspects who had collected over 50 sea cucumbers and several lobster. The boat and the dive gear were confiscated, the sea cucumbers relocated, and the divers sent to jail for 24hrs. Thank you those that reported the incident and to the Navy fro assisting."
added_photos,photo,True,False,False,True,False,Community,Community: Response,64.0,2.0,35.0,"Check out this video https://youtu.be/PieZ7aNl9b0\n'Treasures of Roatan' a video shot in it's entirety while free diving in West Bay, by Jaques Lalonde. In this video, you will see over 60 marine species, big and small. However, this is only a fraction of the vast number living around Roatan. Enjoy!"
added_photos,photo,True,False,False,True,False,Community,Community: Reply,7.0,,2.0,Awww... think about this one for a while...
shared_story,video,True,False,False,True,True,Community,Community: Response,5.0,3.0,1.0,Are you affected by climate change? \nhttps://www.youtube.com/watch?v=cjuGCJJUGsg
mobile_status_update,status,False,False,False,False,False,Action,Action: Sell,1.0,2.0,,2013 is only a stone's throw away... Pick up your 2013 calendar TODAY! Shipping to the US and Canada is possible!
added_photos,photo,True,False,False,True,False,Information,Information,7.0,,1.0,List of dive sites from Crawfish Rock to Key Hole Bay. The sites in red are the most recent dive sites purchased by Individual Gold Members or dedicated to those who are sadly no longer with us
shared_story,link,True,False,False,True,False,Community,Community: Thanks,51.0,4.0,12.0,"Thanks to our friends at Diario La Prensa we have made national news again! Please keep your eyes open for any possible nests and watch at night for the hatchlings! Give us a call and our staff and volunteers will organize a ""turtle watch"" :) 3289-1213 2445-4206 2445-4208\n\nhttp://www.laprensa.hn/honduras/regionales/741900-98/honduras-emiten-alerta-en-roat%C3%A1n-para-proteger-tortugas#panel1-2"
shared_story,link,True,False,False,True,False,Community,Community: Response,23.0,,5.0,National News Coverage!!  Great Job Bay Islands Coastal Clean Up and everyone that helped out!!! :) \n\nhttp://www.tiempo.hn/portada/noticias/islas-de-la-bahia-limpia-sus-playas
,,False,False,True,False,False,Community,Community: Reply,0.0,0.0,,Esos son los prototipos! Ya cuando tenemos un idea de como salen estaremos presentandolos al grupo! :)
